Scientific name,Family,Flightless,Extinct,predicted
Acanthagenys rufogularis,Meliphagidae,no,no,33.1189593399424
Acanthagenys rufogularis,Meliphagidae,no,no,41.6454581374257
Acanthis flammea,Fringillidae,no,no,12.0871000485853
Acanthis flammea,Fringillidae,no,no,15.0539281695111
Acanthisitta chloris,Acanthisittidae,no,no,10.1693690359217
Acanthiza chrysorrhoa,Acanthizidae,no,no,6.82269353657547
Acanthiza chrysorrhoa,Acanthizidae,no,no,14.3613865070661
Acanthiza ewingii,Acanthizidae,no,no,11.2849519688784
Acanthiza ewingii,Acanthizidae,no,no,22.0464075269042
Acanthiza inornata,Acanthizidae,no,no,7.11886217578475
Acanthiza inornata,Acanthizidae,no,no,14.8906927757517
Acanthiza iredalei,Acanthizidae,no,no,7.21927338372201
Acanthiza iredalei,Acanthizidae,no,no,15.0693987701952
Acanthiza katherina,Acanthizidae,no,no,7.73410091318207
Acanthiza katherina,Acanthizidae,no,no,15.9799982116456
Acanthiza lineata,Acanthizidae,no,no,6.72565085391553
Acanthiza lineata,Acanthizidae,no,no,14.1872186433597
Acanthiza nana,Acanthizidae,no,no,6.62944418744015
Acanthiza nana,Acanthizidae,no,no,14.0141830420582
Acanthiza pusilla,Acanthizidae,no,no,9.17403954866481
Acanthiza pusilla,Acanthizidae,no,no,18.4813435490235
Acanthiza reguloides,Acanthizidae,no,no,6.9205746882074
Acanthiza reguloides,Acanthizidae,no,no,14.5366875457068
Acanthiza robustirostris,Acanthizidae,no,no,8.60268079875265
Acanthiza robustirostris,Acanthizidae,no,no,17.4963438873407
Acanthiza uropygialis,Acanthizidae,no,no,6.9205746882074
Acanthiza uropygialis,Acanthizidae,no,no,14.5366875457068
Acanthoptila nipalensis,Leiotrichidae,no,no,64.7988909363496
Acanthoptila nipalensis,Leiotrichidae,no,no,67.9474249822129
Acanthorhynchus superciliosus,Meliphagidae,no,no,17.9198126328166
Acanthorhynchus superciliosus,Meliphagidae,no,no,18.0838928678777
Acanthorhynchus tenuirostris,Meliphagidae,no,no,17.113618881221
Acanthorhynchus tenuirostris,Meliphagidae,no,no,17.4963438873407
Acanthornis magnus,Acanthizidae,no,no,12.5105236245987
Acanthornis magnus,Acanthizidae,no,no,24.0699354917195
Accipiter badius,Accipitridae,no,no,147.307678923766
Accipiter badius,Accipitridae,no,no,186.078600540461
Accipiter cooperii,Accipitridae,no,no,404.882835197443
Accipiter cooperii,Accipitridae,no,no,412.808691414173
Accipiter efficax,Accipitridae,no,yes,645.149910056273
Accipiter efficax,Accipitridae,no,yes,655.313597063398
Accipiter fasciatus,Accipitridae,no,no,503.968885402582
Accipiter fasciatus,Accipitridae,no,no,515.558774510215
Accipiter gentilis,Accipitridae,no,no,801.040098076236
Accipiter gentilis,Accipitridae,no,no,805.356663101122
Accipiter griseiceps,Accipitridae,no,no,227.121237744005
Accipiter griseiceps,Accipitridae,no,no,227.769912539423
Accipiter gularis,Accipitridae,no,no,148.277350387141
Accipiter gularis,Accipitridae,no,no,148.588267405112
Accipiter melanochlamys,Accipitridae,no,no,227.121237744005
Accipiter melanochlamys,Accipitridae,no,no,227.769912539423
Accipiter meyerianus,Accipitridae,no,no,569.139435493441
Accipiter meyerianus,Accipitridae,no,no,571.696968888239
Accipiter nisus,Accipitridae,no,no,184.622596739319
Accipiter nisus,Accipitridae,no,no,184.946448281258
Accipiter novaehollandiae,Accipitridae,no,no,279.855000513873
Accipiter novaehollandiae,Accipitridae,no,no,290.548936215275
Accipiter poliocephalus,Accipitridae,no,no,308.881400456959
Accipiter poliocephalus,Accipitridae,no,no,315.482800211167
Accipiter quartus,Accipitridae,no,yes,167.119784041741
Accipiter quartus,Accipitridae,no,yes,167.215823999445
Accipiter rhodogaster,Accipitridae,no,no,126.885511502133
Accipiter rhodogaster,Accipitridae,no,no,127.116392526922
Accipiter rufitorques,Accipitridae,no,no,258.743933207861
Accipiter rufitorques,Accipitridae,no,no,259.543008692422
Accipiter soloensis,Accipitridae,no,no,140.891681551695
Accipiter soloensis,Accipitridae,no,no,141.174300054238
Accipiter striatus,Accipitridae,no,no,188.846831615588
Accipiter striatus,Accipitridae,no,no,197.488417456675
Accipiter trivirgatus,Accipitridae,no,no,269.922330051908
Accipiter trivirgatus,Accipitridae,no,no,270.776268009851
Accipiter virgatus,Accipitridae,no,no,163.838595869088
Accipiter virgatus,Accipitridae,no,no,164.211246820671
Aceros nipalensis,Bucerotidae,no,no,2055.1478998464
Aceros nipalensis,Bucerotidae,no,no,2071.69066357838
Aceros undulatus,Bucerotidae,no,no,717.129510948742
Aceros undulatus,Bucerotidae,no,no,2184.01147902839
Achaetops pycnopygius,Macrosphenidae,no,no,23.1811385305326
Achaetops pycnopygius,Macrosphenidae,no,no,28.402429606565
Acridotheres fuscus,Sturnidae,no,no,55.8453700273887
Acridotheres fuscus,Sturnidae,no,no,87.0124483674763
Acridotheres ginginianus,Sturnidae,no,no,55.8453700273887
Acridotheres ginginianus,Sturnidae,no,no,87.0124483674763
Acridotheres grandis,Sturnidae,no,no,67.9474249822129
Acridotheres grandis,Sturnidae,no,no,105.063461430626
Acridotheres tristis,Sturnidae,no,no,55.8453700273887
Acridotheres tristis,Sturnidae,no,no,87.0124483674763
Acrobatornis fonsecai,Furnariidae,no,no,15.0265898079183
Acrobatornis fonsecai,Furnariidae,no,no,17.3703403175376
Acrocephalus aedon,Acrocephalidae,no,no,21.0067468464524
Acrocephalus aedon,Acrocephalidae,no,no,38.5184756141865
Acrocephalus aequinoctialis,Acrocephalidae,no,no,16.6201396058004
Acrocephalus aequinoctialis,Acrocephalidae,no,no,20.4312093796554
Acrocephalus agricola,Acrocephalidae,no,no,11.2878444633737
Acrocephalus agricola,Acrocephalidae,no,no,18.1197730628602
Acrocephalus arundinaceus,Acrocephalidae,no,no,28.1059102851887
Acrocephalus arundinaceus,Acrocephalidae,no,no,38.5195414282316
Acrocephalus astrolabii,Acrocephalidae,no,yes,23.7919414548315
Acrocephalus astrolabii,Acrocephalidae,no,yes,27.4261920095475
Acrocephalus australis,Acrocephalidae,no,no,23.7919414548315
Acrocephalus australis,Acrocephalidae,no,no,27.4261920095475
Acrocephalus bistrigiceps,Acrocephalidae,no,no,11.0283801982147
Acrocephalus bistrigiceps,Acrocephalidae,no,no,14.5913944542717
Acrocephalus brevipennis,Acrocephalidae,no,no,19.7279831971165
Acrocephalus brevipennis,Acrocephalidae,no,no,36.4786101542604
Acrocephalus caffer,Acrocephalidae,no,no,28.027030374876
Acrocephalus caffer,Acrocephalidae,no,no,31.3733378597608
Acrocephalus concinens,Acrocephalidae,no,no,11.0283801982147
Acrocephalus concinens,Acrocephalidae,no,no,14.5913944542717
Acrocephalus dumetorum,Acrocephalidae,no,no,11.8244997342971
Acrocephalus dumetorum,Acrocephalidae,no,no,18.8943550591951
Acrocephalus familiaris,Acrocephalidae,no,no,11.0283801982147
Acrocephalus familiaris,Acrocephalidae,no,no,14.5913944542717
Acrocephalus gracilirostris,Acrocephalidae,no,no,19.5491960436764
Acrocephalus gracilirostris,Acrocephalidae,no,no,36.192026224372
Acrocephalus griseldis,Acrocephalidae,no,no,16.4949595972167
Acrocephalus griseldis,Acrocephalidae,no,no,31.2388640979822
Acrocephalus kerearako,Acrocephalidae,no,no,19.9971527004753
Acrocephalus kerearako,Acrocephalidae,no,no,23.7809438609736
Acrocephalus longirostris,Acrocephalidae,no,yes,61.7259378490582
Acrocephalus longirostris,Acrocephalidae,no,yes,63.9242512718602
Acrocephalus luscinius,Acrocephalidae,no,yes,28.027030374876
Acrocephalus luscinius,Acrocephalidae,no,yes,31.3733378597608
Acrocephalus melanopogon,Acrocephalidae,no,no,10.1328117071252
Acrocephalus melanopogon,Acrocephalidae,no,no,16.5440576227092
Acrocephalus mendanae,Acrocephalidae,no,no,28.027030374876
Acrocephalus mendanae,Acrocephalidae,no,no,31.3733378597608
Acrocephalus musae,Acrocephalidae,no,yes,30.6324671568157
Acrocephalus musae,Acrocephalidae,no,yes,53.4070006871054
Acrocephalus nijoi,Acrocephalidae,no,yes,28.027030374876
Acrocephalus nijoi,Acrocephalidae,no,yes,31.3733378597608
Acrocephalus orientalis,Acrocephalidae,no,no,28.027030374876
Acrocephalus orientalis,Acrocephalidae,no,no,31.3733378597608
Acrocephalus paludicola,Acrocephalidae,no,no,9.92527507505763
Acrocephalus paludicola,Acrocephalidae,no,no,20.1172996271898
Acrocephalus palustris,Acrocephalidae,no,no,12.6167261983911
Acrocephalus palustris,Acrocephalidae,no,no,24.7655225162192
Acrocephalus rehsei,Acrocephalidae,no,no,16.6201396058004
Acrocephalus rehsei,Acrocephalidae,no,no,20.4312093796554
Acrocephalus rimitarae,Acrocephalidae,no,no,23.7919414548315
Acrocephalus rimitarae,Acrocephalidae,no,no,27.4261920095475
Acrocephalus rufescens,Acrocephalidae,no,no,22.7216313104992
Acrocephalus rufescens,Acrocephalidae,no,no,41.2282686070489
Acrocephalus schoenobaenus,Acrocephalidae,no,no,10.7792802405565
Acrocephalus schoenobaenus,Acrocephalidae,no,no,12.9295822323918
Acrocephalus scirpaceus,Acrocephalidae,no,no,12.0330858427007
Acrocephalus scirpaceus,Acrocephalidae,no,no,14.0118475684873
Acrocephalus stentoreus,Acrocephalidae,no,no,24.8853483237093
Acrocephalus stentoreus,Acrocephalidae,no,no,34.899475112594
Acrocephalus syrinx,Acrocephalidae,no,no,16.6201396058004
Acrocephalus syrinx,Acrocephalidae,no,no,20.4312093796554
Acrocephalus taiti,Acrocephalidae,no,no,23.7919414548315
Acrocephalus taiti,Acrocephalidae,no,no,27.4261920095475
Acrocephalus vaughani,Acrocephalidae,no,no,23.7919414548315
Acrocephalus vaughani,Acrocephalidae,no,no,27.4261920095475
Acrocephalus yamashinae,Acrocephalidae,no,yes,28.027030374876
Acrocephalus yamashinae,Acrocephalidae,no,yes,31.3733378597608
Acryllium vulturinum,Numididae,no,no,1520.73415148388
Acryllium vulturinum,Numididae,no,no,2071.68490032855
Actenoides concretus,Alcedinidae,no,no,61.3574625434081
Actenoides concretus,Alcedinidae,no,no,68.8010858448362
Actinodura egertoni,Leiotrichidae,no,no,53.5607224863385
Actinodura egertoni,Leiotrichidae,no,no,55.8453700273887
Actitis hypoleucos,Scolopacidae,no,no,59.2951930806512
Actitis hypoleucos,Scolopacidae,no,no,61.0129575871816
Actitis macularius,Scolopacidae,no,no,52.5395476079137
Actitis macularius,Scolopacidae,no,no,54.0337178163036
Actophilornis africanus,Jacanidae,no,no,123.130711778024
Actophilornis africanus,Jacanidae,no,no,230.644537378403
Aechmophorus clarkii,Podicipedidae,no,no,1418.41256641857
Aechmophorus clarkii,Podicipedidae,no,no,1418.41256641857
Aechmophorus occidentalis,Podicipedidae,no,no,1230.02878259948
Aechmophorus occidentalis,Podicipedidae,no,no,1230.02878259948
Aegithalos caudatus,Aegithalidae,no,no,8.5944579153022609
Aegithalos iouschistos,Aegithalidae,no,no,9.84981282154999
Aegithalos niveogularis,Aegithalidae,no,no,9.84981282154999
Aegithina tiphia,Aegithinidae,no,no,17.3703403175376
Aegithina viridissima,Aegithinidae,no,no,17.3703403175376
Aegolius acadicus,Strigidae,no,no,93.2007259052276
Aegolius acadicus,Strigidae,no,no,93.2498945922299
Aegolius funereus,Strigidae,no,no,126.12434780058
Aegolius funereus,Strigidae,no,no,126.32122633975
Aegolius gradyi,Strigidae,no,yes,93.4596742964769
Aegolius gradyi,Strigidae,no,yes,93.9174785158599
Aegolius harrisii,Strigidae,no,no,89.2690838281441
Aegolius harrisii,Strigidae,no,no,89.3806205112474
Aegotheles albertisi,Aegothelidae,no,no,49.76794701636
Aegotheles bennettii,Aegothelidae,no,no,39.1565043895911
Aegotheles crinifrons,Aegothelidae,no,no,102.786055669622
Aegotheles cristatus,Aegothelidae,no,no,112.173590836875
Aegotheles insignis,Aegothelidae,no,no,85.2097049135833
Aegotheles savesi,Aegothelidae,no,yes,85.3
Aegypius monachus,Accipitridae,no,no,8393.8155336165
Aegypius monachus,Accipitridae,no,no,8561.48528952303
Aenigmatolimnas marginalis,Rallidae,no,no,100.369881158827
Aenigmatolimnas marginalis,Rallidae,no,no,104.795356133334
Aepypodius arfakianus,Megapodiidae,no,no,565.721368494318
Aepypodius arfakianus,Megapodiidae,no,no,963.077643686805
Aerodramus bartschi,Apodidae,no,no,6.80690210459464
Aerodramus bartschi,Apodidae,no,no,12.0152513822239
Aerodramus inquietus,Apodidae,no,no,6.80690210459464
Aerodramus inquietus,Apodidae,no,no,12.0152513822239
Aerodramus leucophaeus,Apodidae,no,no,6.80690210459464
Aerodramus leucophaeus,Apodidae,no,no,12.0152513822239
Aerodramus manuoi,Apodidae,no,yes,8.44187893389163
Aerodramus pelewensis,Apodidae,no,no,6.80690210459464
Aerodramus pelewensis,Apodidae,no,no,12.0152513822239
Aerodramus sawtelli,Apodidae,no,no,5.25956825680634
Aerodramus sawtelli,Apodidae,no,no,8.75209024015229
Aerodramus spodiopygius,Apodidae,no,no,6.80690210459464
Aerodramus spodiopygius,Apodidae,no,no,12.0152513822239
Aeronautes saxatalis,Apodidae,no,no,28.1148943508265
Aeronautes saxatalis,Apodidae,no,no,37.2991886882059
Aethia cristatella,Alcidae,no,no,337.242594207354
Aethia psittacula,Alcidae,no,no,93.960900745079
Aethia psittacula,Alcidae,no,no,203.152725978707
Aethia pygmaea,Alcidae,no,no,126.733343300857
Aethopyga siparaja,Nectariniidae,no,no,8.0246990435009309
Aethopyga siparaja,Nectariniidae,no,no,9.84981282154999
Afropavo congensis,Phasianidae,no,no,1653.67510368295
Afropavo congensis,Phasianidae,no,no,1797.92261986949
Agapornis roseicollis,Psittacidae,no,no,31.8794758173634
Agapornis roseicollis,Psittacidae,no,no,38.3781141065397
Agelaius phoeniceus,Icteridae,no,no,58.3442398270017
Agelaius phoeniceus,Icteridae,no,no,59.9279957720642
Agelaius tricolor,Icteridae,no,no,35.0577290211199
Agelaius tricolor,Icteridae,no,no,47.0596862218411
Agelastes meleagrides,Numididae,no,no,857.670452278522
Agelastes meleagrides,Numididae,no,no,1296.3015624442
Agelastes niger,Numididae,no,no,773.63464278107
Agelastes niger,Numididae,no,no,1191.36415771811
Agropsar philippensis,Sturnidae,no,no,27.4261920095475
Agropsar philippensis,Sturnidae,no,no,43.9318369230406
Ailuroedus melanotis,Ptilonorhynchidae,no,no,96.339533135171
Aimophila aestivalis,Passerellidae,no,no,20.1048327828802
Aimophila aestivalis,Passerellidae,no,no,20.5378593377101
Aimophila botterii,Passerellidae,no,no,20.9859820265325
Aimophila botterii,Passerellidae,no,no,21.1774027959459
Aimophila carpalis,Passerellidae,no,no,15.0899123376191
Aimophila carpalis,Passerellidae,no,no,16.7290138891507
Aimophila cassinii,Passerellidae,no,no,17.3461937741254
Aimophila cassinii,Passerellidae,no,no,18.4813435490235
Aimophila quinquestriata,Passerellidae,no,no,20.9859820265325
Aimophila quinquestriata,Passerellidae,no,no,21.1774027959459
Aimophila ruficeps,Passerellidae,no,no,23.384900756234
Aimophila ruficeps,Passerellidae,no,no,24.1082951340388
Aix galericulata,Anatidae,no,no,631.054711516976
Aix galericulata,Anatidae,no,no,631.121557264656
Aix sponsa,Anatidae,no,no,620.932419862099
Aix sponsa,Anatidae,no,no,620.934956733847
Akialoa stejnegeri,Fringillidae,no,yes,40.1276023468504
Akialoa stejnegeri,Fringillidae,no,yes,40.1976852442988
Akletos goeldii,Thamnophilidae,no,no,27.4261920095475
Akletos goeldii,Thamnophilidae,no,no,30.7211298535422
Akletos melanoceps,Thamnophilidae,no,no,27.4261920095475
Akletos melanoceps,Thamnophilidae,no,no,30.7211298535422
Alaemon alaudipes,Alaudidae,no,no,43.5964372980924
Alaemon alaudipes,Alaudidae,no,no,50.165359204218
Alaemon hamertoni,Alaudidae,no,no,34.2196288248756
Alaemon hamertoni,Alaudidae,no,no,35.8453110499312
Alauda arvensis,Alaudidae,no,no,36.1193620726237
Alauda arvensis,Alaudidae,no,no,42.0639972532395
Alauda gulgula,Alaudidae,no,no,26.2732541523165
Alauda gulgula,Alaudidae,no,no,30.1912761234433
Alauda razae,Alaudidae,no,no,21.1774027959459
Alauda razae,Alaudidae,no,no,23.5968949101129
Alca torda,Alcidae,no,no,329.934287745336
Alca torda,Alcidae,no,no,696.749483120464
Alcedo atthis,Alcedinidae,no,no,29.6333183984559
Alcedo atthis,Alcedinidae,no,no,30.5192287946281
Alcedo azurea,Alcedinidae,no,no,25.2358269339262
Alcedo azurea,Alcedinidae,no,no,26.1248788775248
Alcedo cristata,Alcedinidae,no,no,17.2482886241025
Alcedo cristata,Alcedinidae,no,no,18.4463667855639
Alcedo leucogaster,Alcedinidae,no,no,18.2093474431732
Alcedo leucogaster,Alcedinidae,no,no,19.384124958615
Alcedo pusilla,Alcedinidae,no,no,16.3182769412613
Alcedo pusilla,Alcedinidae,no,no,17.5346409072767
Alcedo quadribrachys,Alcedinidae,no,no,24.6462206006036
Alcedo quadribrachys,Alcedinidae,no,no,25.5661162589067
Alcedo semitorquata,Alcedinidae,no,no,28.9505836757971
Alcedo semitorquata,Alcedinidae,no,no,29.6207340963365
Alcippe brunneicauda,Leiotrichidae,no,no,20.1738218223956
Alcippe brunneicauda,Leiotrichidae,no,no,20.4312093796554
Alcippe nipalensis,Leiotrichidae,no,no,12.0871000485853
Alcippe nipalensis,Leiotrichidae,no,no,12.1174752586373
Alcippe poioicephala,Leiotrichidae,no,no,20.1738218223956
Alcippe poioicephala,Leiotrichidae,no,no,20.4312093796554
Alectoris barbara,Phasianidae,no,no,397.88580691077
Alectoris barbara,Phasianidae,no,no,399.208923938804
Alectoris chukar,Phasianidae,no,no,382.241787655743
Alectoris chukar,Phasianidae,no,no,389.295210851741
Alectoris graeca,Phasianidae,no,no,426.11283485836
Alectoris graeca,Phasianidae,no,no,429.184955242651
Alectoris rufa,Phasianidae,no,no,404.343610855143
Alectoris rufa,Phasianidae,no,no,416.527761716771
Alectroenas nitidissima,Columbidae,no,yes,195.212272978915
Alectroenas nitidissima,Columbidae,no,yes,195.212272978915
Alectroenas payandeei,Columbidae,no,yes,348.558013818548
Alectroenas payandeei,Columbidae,no,yes,348.558013818548
Alectrurus tricolor,Tyrannidae,no,no,10.5087475671664
Alectrurus tricolor,Tyrannidae,no,no,12.0871000485853
Alectura lathami,Megapodiidae,no,no,2181.18560677544
Alectura lathami,Megapodiidae,no,no,2232.60167944212
Alethe choloensis,Muscicapidae,no,no,31.2820333865691
Alethe choloensis,Muscicapidae,no,no,46.2889286327942
Alethe diademata,Muscicapidae,no,no,23.9735770584227
Alethe diademata,Muscicapidae,no,no,29.6738827935819
Alethe fuelleborni,Muscicapidae,no,no,34.8860961308615
Alethe fuelleborni,Muscicapidae,no,no,55.5406163321173
Alethe poliocephala,Muscicapidae,no,no,25.4762510838667
Alethe poliocephala,Muscicapidae,no,no,32.8467872065865
Alethe poliophrys,Muscicapidae,no,no,30.2310133325358
Alethe poliophrys,Muscicapidae,no,no,43.7195716071259
Alisterus scapularis,Psittacidae,no,no,152.51409391011
Alisterus scapularis,Psittacidae,no,no,211.263723423374
Alle alle,Alcidae,no,no,106.555852607957
Alle alle,Alcidae,no,no,155.673477766662
Alopecoenas canifrons,Columbidae,no,no,89.0340367743839
Alopecoenas canifrons,Columbidae,no,no,89.0340367743839
Alopecoenas erythropterus,Columbidae,no,no,123.050209885853
Alopecoenas erythropterus,Columbidae,no,no,123.050209885853
Alopecoenas ferrugineus,Columbidae,no,yes,149.515105213122
Alopecoenas ferrugineus,Columbidae,no,yes,149.515105213122
Alopecoenas kubaryi,Columbidae,no,no,163.932007455267
Alopecoenas kubaryi,Columbidae,no,no,163.932007455267
Alopecoenas leonpascoi,Columbidae,no,yes,513.58832531782
Alopecoenas leonpascoi,Columbidae,no,yes,513.58832531782
Alopecoenas norfolkensis,Columbidae,no,yes,309.693348405865
Alopecoenas nui,Columbidae,no,yes,1523.7797660283
Alopecoenas nui,Columbidae,no,yes,1523.7797660283
Alopecoenas salamonis,Columbidae,no,yes,99.6372112206819
Alopecoenas salamonis,Columbidae,no,yes,99.6372112206819
Alopecoenas stairi,Columbidae,no,no,135.893099128369
Alopecoenas stairi,Columbidae,no,no,135.893099128369
Alopecoenas xanthonurus,Columbidae,no,no,135.893099128369
Alopecoenas xanthonurus,Columbidae,no,no,135.893099128369
Alophoixus flaveolus,Pycnonotidae,no,no,38.9070576817482
Alophoixus flaveolus,Pycnonotidae,no,no,50.3006454487822
Alophoixus ochraceus,Pycnonotidae,no,no,42.1988874631967
Alophoixus ochraceus,Pycnonotidae,no,no,55.8453700273887
Alophoixus phaeocephalus,Pycnonotidae,no,no,32.6888365344086
Alophoixus phaeocephalus,Pycnonotidae,no,no,40.1976852442988
Alopochen aegyptiacus,Anatidae,no,no,2755.70329191375
Alopochen aegyptiacus,Anatidae,no,no,2755.70329191375
Alopochen kervazoi,Anatidae,no,yes,1865.47145937011
Alopochen kervazoi,Anatidae,no,yes,1865.65696113358
Alopochen mauritiana,Anatidae,no,yes,2447.14527279911
Alopochen mauritiana,Anatidae,no,yes,2447.14527279911
Alopochen sirabensis,Anatidae,no,yes,2881.93415112267
Alopochen sirabensis,Anatidae,no,yes,2881.93415112267
Amadina erythrocephala,Estrildidae,no,no,11.7100501699897
Amadina fasciata,Estrildidae,no,no,11.5538858296174
Amandava amandava,Estrildidae,no,no,8.26325459740183
Amandava subflava,Estrildidae,no,no,6.3243660904515
Amaurocichla bocagii,Motacillidae,no,no,23.7702172037538
Amaurocichla bocagii,Motacillidae,no,no,29.41721730274
Amaurolimnas concolor,Rallidae,no,no,77.1623205508019
Amaurolimnas concolor,Rallidae,no,no,81.3081944997903
Amaurornis cinerea,Rallidae,no,no,77.1623205508019
Amaurornis cinerea,Rallidae,no,no,81.3081944997903
Amaurornis flavirostra,Rallidae,no,no,136.133502242101
Amaurornis flavirostra,Rallidae,no,no,136.927837361418
Amaurornis olivaceus,Rallidae,no,no,210.007348028974
Amaurornis olivaceus,Rallidae,no,no,221.632417284549
Amaurornis phoenicurus,Rallidae,no,no,247.613297342889
Amaurornis phoenicurus,Rallidae,no,no,251.685905039019
Amaurospiza moesta,Cardinalidae,no,no,14.5913944542717
Amaurospiza moesta,Cardinalidae,no,no,15.3132180751268
Amazilia alfaroana,Trochilidae,no,yes,4.57533877056423
Amazilia beryllina,Trochilidae,no,no,4.39708926145477
Amazilia beryllina,Trochilidae,no,no,4.91132901243305
Amazilia rutila,Trochilidae,no,no,4.93948015741526
Amazilia rutila,Trochilidae,no,no,6.00182918313992
Amazona albifrons,Psittacidae,no,no,217.947851605279
Amazona albifrons,Psittacidae,no,no,218.17021828873
Amazona amazonica,Psittacidae,no,no,311.150806368195
Amazona amazonica,Psittacidae,no,no,314.271439865945
Amazona farinosa,Psittacidae,no,no,514.552811153213
Amazona farinosa,Psittacidae,no,no,517.573884604236
Amazona leucocephala,Psittacidae,no,no,256.224071979728
Amazona leucocephala,Psittacidae,no,no,259.239164663975
Amazona ochrocephala,Psittacidae,no,no,384.025242581708
Amazona ochrocephala,Psittacidae,no,no,386.579055001067
Amazona vinacea,Psittacidae,no,no,127.489601877974
Amazona vinacea,Psittacidae,no,no,147.345090169468
Amazona viridigenalis,Psittacidae,no,no,161.344756125081
Amazona viridigenalis,Psittacidae,no,no,213.414388246758
Amazonetta brasiliensis,Anatidae,no,no,521.069700313281
Amazonetta brasiliensis,Anatidae,no,no,521.384684433347
Amblyornis inornata,Ptilonorhynchidae,no,no,67.9474249822129
Amblyornis macgregoriae,Ptilonorhynchidae,no,no,74.5147722443882
Amblyospiza albifrons,Ploceidae,no,no,24.0699354917195
Amblyospiza albifrons,Ploceidae,no,no,32.7549900391038
Amblyramphus holosericeus,Icteridae,no,no,67.5862313161284
Amblyramphus holosericeus,Icteridae,no,no,67.9474249822129
Ammodramus aurifrons,Passerellidae,no,no,17.3703403175376
Ammodramus aurifrons,Passerellidae,no,no,19.6552678743269
Ammodramus bairdii,Passerellidae,no,no,18.4171694514377
Ammodramus bairdii,Passerellidae,no,no,19.2900778938363
Ammodramus caudacutus,Passerellidae,no,no,18.4171694514377
Ammodramus caudacutus,Passerellidae,no,no,19.2900778938363
Ammodramus humeralis,Passerellidae,no,no,14.5913944542717
Ammodramus humeralis,Passerellidae,no,no,16.325113021505
Ammodramus leconteii,Passerellidae,no,no,13.4769202382751
Ammodramus leconteii,Passerellidae,no,no,15.4302219931774
Ammomanes cincturus,Alaudidae,no,no,21.609576841094
Ammomanes cincturus,Alaudidae,no,no,24.0159135084711
Ammomanes deserti,Alaudidae,no,no,27.2103289195454
Ammomanes deserti,Alaudidae,no,no,31.9041611757398
Ammomanes grayi,Alaudidae,no,no,22.9340634003321
Ammomanes grayi,Alaudidae,no,no,25.2934731353301
Ammoperdix griseogularis,Phasianidae,no,no,221.499245637266
Ammoperdix griseogularis,Phasianidae,no,no,227.815460096319
Ammoperdix heyi,Phasianidae,no,no,222.86500417067
Ammoperdix heyi,Phasianidae,no,no,229.144981292626
Amphispiza belli,Passerellidae,no,no,19.5313098973042
Amphispiza belli,Passerellidae,no,no,20.1172996271898
Amphispiza bilineata,Passerellidae,no,no,24.0699354917195
Amphispiza bilineata,Passerellidae,no,no,25.1019159243025
Amplibuteo woodwardi,Accipitridae,no,yes,3878.49091689789
Amplibuteo woodwardi,Accipitridae,no,yes,4549.27432169621
Amytornis barbatus,Maluridae,no,no,15.7733167687462
Amytornis barbatus,Maluridae,no,no,26.4297067692584
Amytornis dorotheae,Maluridae,no,no,17.0509938722956
Amytornis dorotheae,Maluridae,no,no,27.9021506830528
Amytornis goyderi,Maluridae,no,no,15.1594350043029
Amytornis goyderi,Maluridae,no,no,25.7094208607447
Amytornis housei,Maluridae,no,no,20.5470358083967
Amytornis housei,Maluridae,no,no,31.7700600573607
Amytornis purnelli,Maluridae,no,no,18.3967479849311
Amytornis purnelli,Maluridae,no,no,29.41721730274
Amytornis striatus,Maluridae,no,no,17.0509938722956
Amytornis striatus,Maluridae,no,no,27.9021506830528
Amytornis textilis,Maluridae,no,no,20.5470358083967
Amytornis textilis,Maluridae,no,no,31.7700600573607
Amytornis woodwardi,Maluridae,no,no,29.2439191131617
Amytornis woodwardi,Maluridae,no,no,40.6176035873583
Anabacerthia lichtensteini,Furnariidae,no,no,20.6643095717563
Anabacerthia lichtensteini,Furnariidae,no,no,23.7809438609736
Anaplectes rubriceps,Ploceidae,no,no,19.4951481147496
Anaplectes rubriceps,Ploceidae,no,no,25.5957699526713
Anarhynchus frontalis,Charadriidae,no,no,68.486462530861
Anarhynchus frontalis,Charadriidae,no,no,71.2015006194541
Anas acuta,Anatidae,no,no,947.886863604379
Anas acuta,Anatidae,no,no,948.497225383841
Anas americana,Anatidae,no,no,754.040896220348
Anas americana,Anatidae,no,no,754.051625097436
Anas aucklandica,Anatidae,yes,no,460.6178910787
Anas aucklandica,Anatidae,yes,no,460.6178910787
Anas bahamensis,Anatidae,no,no,384.765214107498
Anas bahamensis,Anatidae,no,no,385.62936686826
Anas capensis,Anatidae,no,no,558.138823010299
Anas capensis,Anatidae,no,no,558.166153571178
Anas castanea,Anatidae,no,no,602.715552749766
Anas castanea,Anatidae,no,no,602.794601989883
Anas chlorotis,Anatidae,no,no,650.630047879149
Anas chlorotis,Anatidae,no,no,650.821251443578
Anas clypeata,Anatidae,no,no,664.494631219706
Anas clypeata,Anatidae,no,no,664.507712617797
Anas crecca,Anatidae,no,no,408.140937766412
Anas crecca,Anatidae,no,no,408.265090258237
Anas discors,Anatidae,no,no,433.5248160457
Anas discors,Anatidae,no,no,433.548325042017
Anas eatoni,Anatidae,no,no,570.992794759779
Anas eatoni,Anatidae,no,no,570.994159551676
Anas erythrorhyncha,Anatidae,no,no,604.329641029714
