Scientific name,Family,Flightless,Extinct,predicted
Hypotaenidia steadmani,Rallidae,yes,yes,195.308580549583
Hypotaenidia storrsolsoni,Rallidae,yes,yes,219.606907112495
Hypotaenidia storrsolsoni,Rallidae,yes,yes,219.606907112495
Hypotaenidia sylvestris,Rallidae,yes,no,438.635629734988
Hypotaenidia sylvestris,Rallidae,yes,no,438.635629734988
Hypotaenidia temptatus,Rallidae,yes,yes,292.779140621129
Hypotaenidia temptatus,Rallidae,yes,yes,292.779140621129
Hypotaenidia torquata,Rallidae,no,no,228.267375682512
Hypotaenidia torquata,Rallidae,no,no,252.423663896934
Hypotaenidia vekamatolu,Rallidae,yes,yes,256.884582940707
Hypotaenidia vekamatolu,Rallidae,yes,yes,256.884582940707
Hypothymis azurea,Monarchidae,no,no,23.7809438609736
Hypothymis puella,Monarchidae,no,no,27.4261920095475
Hypsipetes cowlesi,Pycnonotidae,no,yes,47.526300381642
Hypsipetes leucocephalus,Pycnonotidae,no,no,49.1433285471296
Hypsipetes leucocephalus,Pycnonotidae,no,no,67.9474249822129
Ibidorhyncha struthersii,Ibidorhynchidae,no,no,315.030049563269
Icteria virens,Icteridae,no,no,31.6948027954645
Icteria virens,Icteridae,no,no,34.3946150991187
Icterus bullockii,Icteridae,no,no,27.8120224938897
Icterus bullockii,Icteridae,no,no,29.0278837738511
Icterus cayanensis,Icteridae,no,no,40.1976852442988
Icterus cayanensis,Icteridae,no,no,43.2990651531384
Icterus chrysocephalus,Icteridae,no,no,40.1976852442988
Icterus chrysocephalus,Icteridae,no,no,43.2990651531384
Icterus cucullatus,Icteridae,no,no,24.3006243708708
Icterus cucullatus,Icteridae,no,no,31.5839799483089
Icterus galbula,Icteridae,no,no,31.2281642719281
Icterus galbula,Icteridae,no,no,32.7100069327196
Icterus graduacauda,Icteridae,no,no,46.0127585825799
Icterus graduacauda,Icteridae,no,no,47.599689006401
Icterus gularis,Icteridae,no,no,61.2455750039559
Icterus gularis,Icteridae,no,no,63.1151550309413
Icterus icterus,Icteridae,no,no,75.5488793941387
Icterus icterus,Icteridae,no,no,75.9218510084051
Icterus nigrogularis,Icteridae,no,no,40.1976852442988
Icterus nigrogularis,Icteridae,no,no,43.2990651531384
Icterus parisorum,Icteridae,no,no,29.1617399238597
Icterus parisorum,Icteridae,no,no,38.5156005484134
Icterus pustulatus,Icteridae,no,no,40.1976852442988
Icterus pustulatus,Icteridae,no,no,43.2990651531384
Icterus spurius,Icteridae,no,no,22.2948257663404
Icterus spurius,Icteridae,no,no,23.9793547632347
Icterus wagleri,Icteridae,no,no,42.6018010106038
Icterus wagleri,Icteridae,no,no,45.4859768721842
Icthyophaga humilis,Accipitridae,no,no,1426.19730436169
Icthyophaga humilis,Accipitridae,no,no,1434.9455579627
Icthyophaga ichthyaetus,Accipitridae,no,no,2031.69399709684
Icthyophaga ichthyaetus,Accipitridae,no,no,2045.4414947176
Ictinaetus malaiensis,Accipitridae,no,no,2366.65504063783
Ictinaetus malaiensis,Accipitridae,no,no,2383.31496724467
Ilicura militaris,Pipridae,no,no,14.5913944542717
Ilicura militaris,Pipridae,no,no,18.7042990489302
Illadopsis abyssinica,Sylviidae,no,no,16.8363203239359
Illadopsis abyssinica,Sylviidae,no,no,25.9483376146881
Illadopsis albipectus,Pellorneidae,no,no,31.836663844472
Illadopsis albipectus,Pellorneidae,no,no,37.9296189240948
Illadopsis fulvescens,Pellorneidae,no,no,21.9868199189792
Illadopsis fulvescens,Pellorneidae,no,no,28.151697811027
Illadopsis puveli,Pellorneidae,no,no,43.6844043392121
Illadopsis puveli,Pellorneidae,no,no,48.9366345685466
Illadopsis pyrrhoptera,Pellorneidae,no,no,23.7260281473048
Illadopsis pyrrhoptera,Pellorneidae,no,no,29.9317370780416
Illadopsis rufescens,Pellorneidae,no,no,34.0209447512964
Illadopsis rufescens,Pellorneidae,no,no,40.0117933311151
Illadopsis rufipennis,Pellorneidae,no,no,24.2381909036436
Illadopsis rufipennis,Pellorneidae,no,no,30.4510147426303
Indicator exilis,Indicatoridae,no,no,14.0343252184743
Indicator exilis,Indicatoridae,no,no,16.7794623684994
Indicator indicator,Indicatoridae,no,no,26.7413043456325
Indicator indicator,Indicatoridae,no,no,41.9166356726492
Indicator maculatus,Indicatoridae,no,no,25.8494419863147
Indicator maculatus,Indicatoridae,no,no,39.9453931658754
Indicator meliphilus,Indicatoridae,no,no,14.9551932128744
Indicator meliphilus,Indicatoridae,no,no,18.364234024454
Indicator minor,Indicatoridae,no,no,19.0142688129048
Indicator minor,Indicatoridae,no,no,25.8267087850998
Indicator pumilio,Indicatoridae,no,no,12.0260975615539
Indicator pumilio,Indicatoridae,no,no,13.4752898593823
Indicator variegatus,Indicatoridae,no,no,26.2930028771042
Indicator variegatus,Indicatoridae,no,no,40.9222646821581
Indicator willcocksi,Indicatoridae,no,no,15.9130368594828
Indicator willcocksi,Indicatoridae,no,no,20.0567022073339
Indicator xanthonotus,Indicatoridae,no,no,29.5185857792163
Inezia inornata,Tyrannidae,no,no,6.99934591299572
Inezia inornata,Tyrannidae,no,no,7.87146311907834
Inezia subflava,Tyrannidae,no,no,10.5087475671664
Inezia subflava,Tyrannidae,no,no,12.0871000485853
Iodopleura fusca,Tityridae,no,no,9.84981282154999
Iodopleura fusca,Tityridae,no,no,13.2836542569041
Iodopleura isabellae,Tityridae,no,no,12.0871000485853
Iodopleura isabellae,Tityridae,no,no,16.2991736635784
Iodopleura pipra,Tityridae,no,no,6.14348986476819
Iodopleura pipra,Tityridae,no,no,8.28726233095935
Irania gutturalis,Muscicapidae,no,no,25.2244172143291
Irania gutturalis,Muscicapidae,no,no,32.3060326672021
Irediparra gallinacea,Jacanidae,no,no,123.516953973437
Irediparra gallinacea,Jacanidae,no,no,243.361498807208
Irena puella,Irenidae,no,no,67.9474249822129
Isleria guttata,Thamnophilidae,no,no,6.14348986476819
Isleria guttata,Thamnophilidae,no,no,6.92355628091028
Isleria hauxwelli,Thamnophilidae,no,no,6.14348986476819
Isleria hauxwelli,Thamnophilidae,no,no,6.92355628091028
Islerothraupis cristata,Thraupidae,no,no,23.7809438609736
Islerothraupis cristata,Thraupidae,no,no,25.3736660019328
Islerothraupis luctuosa,Thraupidae,no,no,17.3703403175376
Islerothraupis luctuosa,Thraupidae,no,no,18.7300661193741
Ispidina lecontei,Alcedinidae,no,no,13.7111144449423
Ispidina lecontei,Alcedinidae,no,no,14.9540235708794
Ispidina picta,Alcedinidae,no,no,14.5500348097534
Ispidina picta,Alcedinidae,no,no,15.7886353290697
Ixobrychus cinnamomeus,Ardeidae,no,no,176.138198899077
Ixobrychus cinnamomeus,Ardeidae,no,no,197.65606431392
Ixobrychus eurhythmus,Ardeidae,no,no,145.000253794433
Ixobrychus eurhythmus,Ardeidae,no,no,151.743692466801
Ixobrychus exilis,Ardeidae,no,no,95.3137146024787
Ixobrychus exilis,Ardeidae,no,no,97.5110288729418
Ixobrychus flavicollis,Ardeidae,no,no,435.090039240726
Ixobrychus flavicollis,Ardeidae,no,no,575.744902860903
Ixobrychus involucris,Ardeidae,no,no,135.545731113016
Ixobrychus involucris,Ardeidae,no,no,141.223226112732
Ixobrychus minutus,Ardeidae,no,no,134.750193427844
Ixobrychus minutus,Ardeidae,no,no,146.42602295551
Ixobrychus sinensis,Ardeidae,no,no,135.545731113016
Ixobrychus sinensis,Ardeidae,no,no,141.223226112732
Ixobrychus sturmii,Ardeidae,no,no,154.876953131265
Ixonotus guttatus,Pycnonotidae,no,no,15.4302219931774
Ixos malaccensis,Pycnonotidae,no,no,42.1988874631967
Ixos malaccensis,Pycnonotidae,no,no,55.8453700273887
Jacana jacana,Jacanidae,no,no,103.498544774487
Jacana spinosa,Jacanidae,no,no,72.4113763989529
Jacana spinosa,Jacanidae,no,no,107.790886869344
Jubula lettii,Strigidae,no,no,267.885362573853
Jubula lettii,Strigidae,no,no,280.516634399948
Junco hyemalis,Passerellidae,no,no,20.6125974176087
Junco hyemalis,Passerellidae,no,no,21.5597637536155
Junco phaeonotus,Passerellidae,no,no,20.3957539164861
Junco phaeonotus,Passerellidae,no,no,20.7498791844156
Jynx ruficollis,Picidae,no,no,52.1448594223612
Jynx ruficollis,Picidae,no,no,57.297686639546
Jynx torquilla,Picidae,no,no,40.7816440959637
Jynx torquilla,Picidae,no,no,43.033907164558
Kakamega poliothorax,Modulatricidae,no,no,48.6013767051726
Kaupifalco monogrammicus,Accipitridae,no,no,219.129332003562
Kaupifalco monogrammicus,Accipitridae,no,no,335.864011612729
Kenopia striata,Pellorneidae,no,no,17.3703403175376
Ketupa flavipes,Strigidae,no,no,1704.79651975605
Ketupa flavipes,Strigidae,no,no,1727.32602470713
Ketupa ketupu,Strigidae,no,no,596.058668753947
Ketupa ketupu,Strigidae,no,no,601.384955859243
Ketupa zeylonensis,Strigidae,no,no,1204.9556946181
Ketupa zeylonensis,Strigidae,no,no,1219.17444676044
Kittacincla malabarica,Muscicapidae,no,no,53.8727056000771
Kittacincla malabarica,Muscicapidae,no,no,67.9474249822129
Knipolegus cyanirostris,Tyrannidae,no,no,17.2807087021896
Knipolegus cyanirostris,Tyrannidae,no,no,20.4312093796554
Knipolegus hudsoni,Tyrannidae,no,no,17.2807087021896
Knipolegus hudsoni,Tyrannidae,no,no,20.4312093796554
Knipolegus nigerrimus,Tyrannidae,no,no,25.9450822677405
Knipolegus nigerrimus,Tyrannidae,no,no,31.3733378597608
Knipolegus orenocensis,Tyrannidae,no,no,17.2807087021896
Knipolegus orenocensis,Tyrannidae,no,no,20.4312093796554
Knipolegus poecilocercus,Tyrannidae,no,no,12.5613130319945
Knipolegus poecilocercus,Tyrannidae,no,no,14.5913944542717
Knipolegus poecilurus,Tyrannidae,no,no,17.2807087021896
Knipolegus poecilurus,Tyrannidae,no,no,20.4312093796554
Knipolegus striaticeps,Tyrannidae,no,no,12.5613130319945
Knipolegus striaticeps,Tyrannidae,no,no,14.5913944542717
Kupeornis gilberti,Leiotrichidae,no,no,53.4070006871054
Kupeornis gilberti,Leiotrichidae,no,no,58.1189224140484
Kupeornis rufocinctus,Leiotrichidae,no,no,36.2439086128898
Kupeornis rufocinctus,Leiotrichidae,no,no,36.7663991935716
Lagonosticta larvata,Estrildidae,no,no,8.93295068198304
Lagonosticta nitidula,Estrildidae,no,no,8.66381407599337
Lagonosticta rara,Estrildidae,no,no,9.48441106431856
Lagonosticta rhodopareia,Estrildidae,no,no,7.5068200218628
Lagonosticta rubricata,Estrildidae,no,no,9.48441106431856
Lagonosticta rufopicta,Estrildidae,no,no,9.48441106431856
Lagonosticta senegala,Estrildidae,no,no,5.77347036160377
Lagonosticta umbrinodorsalis,Estrildidae,no,no,8.79783382985873
Lagonosticta virata,Estrildidae,no,no,8.66381407599337
Lagopus lagopus,Phasianidae,no,no,498.010997854133
Lagopus lagopus,Phasianidae,no,no,502.262791114654
Lagopus leucura,Phasianidae,no,no,323.485120589283
Lagopus leucura,Phasianidae,no,no,324.861214938345
Lagopus muta,Phasianidae,no,no,540.415076501819
Lagopus muta,Phasianidae,no,no,557.100020967607
Lagopus mutus,Phasianidae,no,no,197.644123764226
Lagopus mutus,Phasianidae,no,no,204.520047755246
Lalage atrovirens,Campephagidae,no,no,23.549694593844
Lalage atrovirens,Campephagidae,no,no,31.3733378597608
Lalage aurea,Campephagidae,no,no,27.8500609506931
Lalage aurea,Campephagidae,no,no,35.6285264260361
Lalage maculosa,Campephagidae,no,no,16.3419803461945
Lalage maculosa,Campephagidae,no,no,23.7809438609736
Lalage melaschistos,Campephagidae,no,no,57.4855383198771
Lalage melaschistos,Campephagidae,no,no,61.7259378490582
Lalage nigra,Campephagidae,no,no,23.549694593844
Lalage nigra,Campephagidae,no,no,31.3733378597608
Lalage sharpei,Campephagidae,no,no,8.58157756048769
Lalage sharpei,Campephagidae,no,no,14.5913944542717
Lalage tricolor,Campephagidae,no,no,19.7233130388958
Lalage tricolor,Campephagidae,no,no,27.4261920095475
Lamprolia victoriae,Rhipiduridae,no,no,12.0871000485853
Lamprotornis acuticaudus,Sturnidae,no,no,42.4641820506063
Lamprotornis australis,Sturnidae,no,no,108.747047833845
Lamprotornis caudatus,Sturnidae,no,no,92.9580467813972
Lamprotornis chalcurus,Sturnidae,no,no,49.6108369943921
Lamprotornis chalybaeus,Sturnidae,no,no,54.8244606782503
Lamprotornis chloropterus,Sturnidae,no,no,37.6370032124505
Lamprotornis corruscus,Sturnidae,no,no,32.5758118671383
Lamprotornis cupreocauda,Sturnidae,no,no,25.9483376146881
Lamprotornis hildebrandti,Sturnidae,no,no,48.9366345685466
Lamprotornis mevesii,Sturnidae,no,no,75.9122459182992
Lamprotornis nitens,Sturnidae,no,no,56.6241438325926
Lamprotornis ornatus,Sturnidae,no,no,54.1132568856364
Lamprotornis pulcher,Sturnidae,no,no,53.4070006871054
Lamprotornis purpureiceps,Sturnidae,no,no,25.2351194024685
Lamprotornis purpureus,Sturnidae,no,no,61.8284649159955
Lamprotornis purpuropterus,Sturnidae,no,no,71.3199197299231
Lamprotornis shelleyi,Sturnidae,no,no,44.3545816640241
Lamprotornis splendidus,Sturnidae,no,no,55.1819192566998
Lamprotornis superbus,Sturnidae,no,no,53.0557265959937
Laniarius aethiopicus,Malaconotidae,no,no,53.9129890539671
Laniarius aethiopicus,Malaconotidae,no,no,65.6954938505796
Laniarius amboimensis,Malaconotidae,no,no,46.98800094537
Laniarius amboimensis,Malaconotidae,no,no,53.4070006871054
Laniarius atrococcineus,Malaconotidae,no,no,48.018982700772
Laniarius atrococcineus,Malaconotidae,no,no,55.1819192566998
Laniarius atroflavus,Malaconotidae,no,no,43.5328838945083
Laniarius atroflavus,Malaconotidae,no,no,47.6029698178347
Laniarius barbarus,Malaconotidae,no,no,49.0565714164195
Laniarius barbarus,Malaconotidae,no,no,56.9878001814631
Laniarius bicolor,Malaconotidae,no,no,56.5000425098005
Laniarius bicolor,Malaconotidae,no,no,70.5013453742712
Laniarius brauni,Malaconotidae,no,no,46.5774712722033
Laniarius brauni,Malaconotidae,no,no,52.705687793019
Laniarius erythrogaster,Malaconotidae,no,no,49.8913609022232
Laniarius erythrogaster,Malaconotidae,no,no,58.4548421311803
Laniarius ferrugineus,Malaconotidae,no,no,54.1271997978095
Laniarius ferrugineus,Malaconotidae,no,no,66.0890791499133
Laniarius fuelleborni,Malaconotidae,no,no,45.7596266455523
Laniarius fuelleborni,Malaconotidae,no,no,51.3178746457346
Laniarius funebris,Malaconotidae,no,no,49.0565714164195
Laniarius funebris,Malaconotidae,no,no,56.9878001814631
Laniarius leucorhynchus,Malaconotidae,no,no,43.1315771536601
Laniarius leucorhynchus,Malaconotidae,no,no,46.9434985347743
Laniarius luehderi,Malaconotidae,no,no,43.5328838945083
Laniarius luehderi,Malaconotidae,no,no,47.6029698178347
Laniarius poensis,Malaconotidae,no,no,46.5774712722033
Laniarius poensis,Malaconotidae,no,no,52.705687793019
Laniarius ruficeps,Malaconotidae,no,no,37.2469239155733
Laniarius ruficeps,Malaconotidae,no,no,37.6370032124505
Laniarius turatii,Malaconotidae,no,no,50.5201866164972
Laniarius turatii,Malaconotidae,no,no,59.5681755489268
Laniisoma elegans,Tityridae,no,no,31.3733378597608
Laniisoma elegans,Tityridae,no,no,42.2852888783709
Lanio fulvus,Thraupidae,no,no,31.3733378597608
Lanio fulvus,Thraupidae,no,no,33.1648309511381
Laniocera hypopyrra,Tityridae,no,no,40.1976852442988
Laniocera hypopyrra,Tityridae,no,no,54.1718640757524
Lanioturdus torquatus,Platysteiridae,no,no,43.4038962740593
Lanius collaris,Laniidae,no,no,37.3455951001844
Lanius collurio,Laniidae,no,no,28.2919514639562
Lanius collurio,Laniidae,no,no,29.0533494956761
Lanius collurioides,Laniidae,no,no,35.8949645127193
Lanius collurioides,Laniidae,no,no,40.1976852442988
Lanius cristatus,Laniidae,no,no,31.2964934003774
Lanius cristatus,Laniidae,no,no,31.4285420550446
Lanius excubitor,Laniidae,no,no,45.5052027426915
Lanius excubitor,Laniidae,no,no,56.2811458035802
Lanius excubitoroides,Laniidae,no,no,42.7762020817431
Lanius gubernator,Laniidae,no,no,27.9021506830528
Lanius isabellinus,Laniidae,no,no,28.37681154538
Lanius isabellinus,Laniidae,no,no,29.0533494956761
Lanius mackinnoni,Laniidae,no,no,29.1617399238597
Lanius minor,Laniidae,no,no,35.8949645127193
Lanius minor,Laniidae,no,no,36.4087163789142
Lanius newtoni,Laniidae,no,no,29.1617399238597
Lanius nubicus,Laniidae,no,no,24.9997332512565
Lanius schach,Laniidae,no,no,45.5052027426915
Lanius schach,Laniidae,no,no,52.9274335468501
Lanius senator,Laniidae,no,no,31.2964934003774
Lanius senator,Laniidae,no,no,36.6395797244108
Lanius tigrinus,Laniidae,no,no,33.5775000966277
Lanius tigrinus,Laniidae,no,no,35.6285264260361
Lanius vittatus,Laniidae,no,no,31.2964934003774
Lanius vittatus,Laniidae,no,no,31.3733378597608
Larosterna inca,Laridae,no,no,125.845568127044
Larus argentatus,Laridae,no,no,893.615927069714
Larus argentatus,Laridae,no,no,928.891722822847
Larus atlanticus,Laridae,no,no,669.721931620509
Larus atlanticus,Laridae,no,no,705.755727518966
Larus atricilla,Laridae,no,no,373.883850218387
Larus atricilla,Laridae,no,no,413.488716872817
Larus audouinii,Laridae,no,no,635.162276482712
Larus belcheri,Laridae,no,no,503.50632420165
Larus belcheri,Laridae,no,no,521.82750956546
Larus bulleri,Laridae,no,no,261.918022801901
Larus bulleri,Laridae,no,no,267.841638196455
Larus cachinnans,Laridae,no,no,669.721931620509
Larus cachinnans,Laridae,no,no,705.755727518966
Larus californicus,Laridae,no,no,689.190916495958
Larus californicus,Laridae,no,no,711.993721271658
Larus canus,Laridae,no,no,445.702206306407
Larus canus,Laridae,no,no,476.210158497785
Larus cirrocephalus,Laridae,no,no,353.618223713891
Larus cirrocephalus,Laridae,no,no,397.351763507189
Larus crassirostris,Laridae,no,no,438.634503460709
Larus crassirostris,Laridae,no,no,454.190481282336
Larus delawarensis,Laridae,no,no,539.766135639212
Larus delawarensis,Laridae,no,no,548.160544125639
Larus dominicanus,Laridae,no,no,822.979923619077
Larus dominicanus,Laridae,no,no,882.727505552967
Larus fuscus,Laridae,no,no,743.328427675705
Larus genei,Laridae,no,no,512.8199799277
Larus glaucescens,Laridae,no,no,1121.25460766687
Larus glaucescens,Laridae,no,no,1223.81227375357
Larus glaucoides,Laridae,no,no,621.436829369542
Larus hartlaubii,Laridae,no,no,395.699434617866
Larus hemprichii,Laridae,no,no,560.377138667171
Larus hyperboreus,Laridae,no,no,1451.42836810379
Larus hyperboreus,Laridae,no,no,1574.36924496653
Larus ichthyaetus,Laridae,no,no,1044.61542088193
Larus leucophthalmus,Laridae,no,no,434.923748827929
Larus livens,Laridae,no,no,870.174605219372
Larus marinus,Laridae,no,no,1504.26559433831
Larus marinus,Laridae,no,no,1657.05250798382
Larus melanocephalus,Laridae,no,no,502.109037209695
Larus michahellis,Laridae,no,no,822.979923619077
Larus michahellis,Laridae,no,no,932.747392702318
Larus minutus,Laridae,no,no,158.461787533889
Larus modestus,Laridae,no,no,512.8199799277
Larus novaehollandiae,Laridae,no,no,334.002203565441
Larus novaehollandiae,Laridae,no,no,361.286221509292
Larus occidentalis,Laridae,no,no,822.979923619077
Larus occidentalis,Laridae,no,no,872.858693685304
Larus pacificus,Laridae,no,no,1089.69594217639
Larus pacificus,Laridae,no,no,1219.77292323011
Larus philadelphia,Laridae,no,no,147.092395351571
Larus philadelphia,Laridae,no,no,175.193598346548
Larus pipixcan,Laridae,no,no,229.619911201628
Larus pipixcan,Laridae,no,no,258.32347427886
Larus ridibundus,Laridae,no,no,305.606792070569
Larus ridibundus,Laridae,no,no,381.553641321552
Larus schistisagus,Laridae,no,no,855.835498538017
Larus schistisagus,Laridae,no,no,983.492140320636
Larus smithsonianus,Laridae,no,no,855.835498538017
Larus smithsonianus,Laridae,no,no,983.492140320636
Larus utunui,Laridae,no,yes,378.512358581702
Larus utunui,Laridae,no,yes,381.932043011187
Larvivora brunnea,Muscicapidae,no,no,15.1582637084822
Larvivora brunnea,Muscicapidae,no,no,17.3703403175376
Larvivora cyane,Muscicapidae,no,no,15.1582637084822
Larvivora cyane,Muscicapidae,no,no,17.3703403175376
Larvivora sibilans,Muscicapidae,no,no,13.9993214365795
Larvivora sibilans,Muscicapidae,no,no,15.9460732839674
Laterallus exilis,Rallidae,no,no,35.4426659654043
Laterallus exilis,Rallidae,no,no,41.2906901979692
Laterallus jamaicensis,Rallidae,no,no,32.4915895463353
Laterallus jamaicensis,Rallidae,no,no,38.6664833837177
Laterallus leucopyrrhus,Rallidae,no,no,35.4426659654043
Laterallus leucopyrrhus,Rallidae,no,no,41.2906901979692
Laterallus melanophaius,Rallidae,no,no,42.2013210036652
Laterallus melanophaius,Rallidae,no,no,48.0696908246335
Laterallus xenopterus,Rallidae,no,no,29.4100078522826
Laterallus xenopterus,Rallidae,no,no,35.0975185621999
Lathamus discolor,Psittacidae,no,no,50.5843755337868
Lathamus discolor,Psittacidae,no,no,54.1156718968114
Lathrotriccus euleri,Tyrannidae,no,no,12.5613130319945
Lathrotriccus euleri,Tyrannidae,no,no,14.5913944542717
Legatus leucophaius,Tyrannidae,no,no,16.0229946590105
Legatus leucophaius,Tyrannidae,no,no,18.8650932851979
Leiopicus mahrattensis,Picidae,no,no,41.3748340118218
Leiopicus mahrattensis,Picidae,no,no,41.6282699685892
Leiothrix argentauris,Leiotrichidae,no,no,30.596065003404
Leiothrix argentauris,Leiotrichidae,no,no,31.3733378597608
Leiothrix lutea,Leiotrichidae,no,no,18.6704661873801
Leiothrix lutea,Leiotrichidae,no,no,18.8650932851979
Leipoa ocellata,Megapodiidae,no,no,1484.35055138548
Leipoa ocellata,Megapodiidae,no,no,1691.35030589756
Leistes defilippii,Icteridae,no,no,40.1976852442988
Leistes defilippii,Icteridae,no,no,43.2990651531384
Leistes superciliaris,Icteridae,no,no,31.3733378597608
Leistes superciliaris,Icteridae,no,no,35.0890362533151
Lepidocolaptes albolineatus,Furnariidae,no,no,27.3692868573694
Lepidocolaptes albolineatus,Furnariidae,no,no,31.3733378597608
Lepidocolaptes angustirostris,Furnariidae,no,no,35.1912174157735
Lepidocolaptes angustirostris,Furnariidae,no,no,40.1976852442988
Leptasthenura platensis,Furnariidae,no,no,23.8802006169752
Leptasthenura platensis,Furnariidae,no,no,27.4261920095475
Leptasthenura setaria,Furnariidae,no,no,27.3692868573694
Leptasthenura setaria,Furnariidae,no,no,31.3733378597608
Leptocoma sperata,Nectariniidae,no,no,6.49491942418395
Leptocoma sperata,Nectariniidae,no,no,7.87146311907834
Leptopoecile sophiae,Aegithalidae,no,no,7.87146311907834
Leptopogon amaurocephalus,Tyrannidae,no,no,14.8174711444135
Leptopogon amaurocephalus,Tyrannidae,no,no,17.3703403175376
Leptoptilos javanicus,Ciconiidae,no,no,3722.43638621616
Leptoptilos javanicus,Ciconiidae,no,no,3722.43638621616
Leptotila rufaxilla,Columbidae,no,no,195.212272978915
Leptotila rufaxilla,Columbidae,no,no,195.212272978915
Leptotila verreauxi,Columbidae,no,no,123.050209885853
Leptotila verreauxi,Columbidae,no,no,123.050209885853
Lessonia rufa,Tyrannidae,no,no,10.5087475671664
Lessonia rufa,Tyrannidae,no,no,12.0871000485853
Leucocarbo septentrionalis,Phalacrocoracidae,no,yes,1294.59268554756
Leucocarbo septentrionalis,Phalacrocoracidae,no,yes,2550.36399738286
Leucochloris albicollis,Trochilidae,no,no,5.31363574187627
Leucochloris albicollis,Trochilidae,no,no,6.80690210459464
Leucogeranus leucogeranus,Gruidae,no,no,5442.56587187715
Leucogeranus leucogeranus,Gruidae,no,no,6681.59323800441
Leucopeza semperi,Parulidae,no,yes,14.4329282636513
Leucopeza semperi,Parulidae,no,yes,18.8650932851979
Leucopsar rothschildi,Sturnidae,no,no,67.9474249822129
Leucopsar rothschildi,Sturnidae,no,no,105.063461430626
Leucopternis albicollis,Accipitridae,no,no,907.265254688429
Leucopternis albicollis,Accipitridae,no,no,911.090572909537
Leucopternis semiplumbeus,Accipitridae,no,no,237.803892809018
Leucopternis semiplumbeus,Accipitridae,no,no,250.789398505719
Leucosarcia melanoleuca,Columbidae,no,no,833.467385632098
Leucosarcia melanoleuca,Columbidae,no,no,833.467385632098
Leucosticte arctoa,Fringillidae,no,no,23.7809438609736
Leucosticte arctoa,Fringillidae,no,no,26.1483464760891
Leucosticte brandti,Fringillidae,no,no,29.361638324903
Leucosticte brandti,Fringillidae,no,no,31.0555704649524
Leucosticte tephrocotis,Fringillidae,no,no,24.0699354917195
Lewinia muelleri,Rallidae,no,no,112.604017551247
Lewinia muelleri,Rallidae,no,no,113.006318562256
Lewinia pectoralis,Rallidae,no,no,70.6504606473211
Lewinia pectoralis,Rallidae,no,no,77.007086209874
Lewinia striata,Rallidae,no,no,195.084342663621
Lewinia striata,Rallidae,no,no,210.766655264165
Lichenostomus chrysops,Meliphagidae,no,no,16.0767209314434
Lichenostomus chrysops,Meliphagidae,no,no,16.7290138891507
Lichenostomus cratitius,Meliphagidae,no,no,19.7013746087654
Lichenostomus cratitius,Meliphagidae,no,no,20.1922286359023
Lichenostomus fasciogularis,Meliphagidae,no,no,28.9074499729012
Lichenostomus fasciogularis,Meliphagidae,no,no,34.4546716140662
Lichenostomus flavescens,Meliphagidae,no,no,10.1485326424117
Lichenostomus flavescens,Meliphagidae,no,no,12.0257338582782
Lichenostomus flavicollis,Meliphagidae,no,no,28.9074499729012
Lichenostomus flavicollis,Meliphagidae,no,no,34.4546716140662
Lichenostomus flavus,Meliphagidae,no,no,22.0464075269042
Lichenostomus flavus,Meliphagidae,no,no,23.6185220175842
Lichenostomus frenatus,Meliphagidae,no,no,29.6738827935819
Lichenostomus frenatus,Meliphagidae,no,no,35.7344056889663
Lichenostomus fuscus,Meliphagidae,no,no,13.6691049404653
Lichenostomus fuscus,Meliphagidae,no,no,14.8906927757517
Lichenostomus hindwoodi,Meliphagidae,no,no,21.609576841094
Lichenostomus hindwoodi,Meliphagidae,no,no,22.9688670393445
Lichenostomus keartlandi,Meliphagidae,no,no,14.6010560861996
Lichenostomus keartlandi,Meliphagidae,no,no,15.6123409990651
Lichenostomus leucotis,Meliphagidae,no,no,19.9087581794989
Lichenostomus leucotis,Meliphagidae,no,no,20.4890654584647
Lichenostomus melanops,Meliphagidae,no,no,40.3140919140254
Lichenostomus melanops,Meliphagidae,no,no,54.7720663005451
Lichenostomus ornatus,Meliphagidae,no,no,15.0824681826916
Lichenostomus ornatus,Meliphagidae,no,no,15.9799982116456
Lichenostomus penicillatus,Meliphagidae,no,no,17.3796107848134
Lichenostomus penicillatus,Meliphagidae,no,no,17.6910443856196
Lichenostomus plumulus,Meliphagidae,no,no,13.6691049404653
Lichenostomus plumulus,Meliphagidae,no,no,14.8906927757517
Lichenostomus unicolor,Meliphagidae,no,no,28.6543467634233
Lichenostomus unicolor,Meliphagidae,no,no,34.0349665116089
Lichenostomus versicolor,Meliphagidae,no,no,33.1189593399424
Lichenostomus versicolor,Meliphagidae,no,no,41.6454581374257
Lichenostomus virescens,Meliphagidae,no,no,28.6543467634233
Lichenostomus virescens,Meliphagidae,no,no,34.0349665116089
Lichmera argentauris,Meliphagidae,no,no,21.5791215686369
Lichmera argentauris,Meliphagidae,no,no,23.7809438609736
Lichmera indistincta,Meliphagidae,no,no,11.9255827838754
Lichmera indistincta,Meliphagidae,no,no,13.501860619673
Limicola falcinellus,Scolopacidae,no,no,43.0369873977218
Limnodromus griseus,Scolopacidae,no,no,112.550134872053
Limnodromus griseus,Scolopacidae,no,no,124.191475343985
Limnodromus scolopaceus,Scolopacidae,no,no,122.881400275715
Limnodromus scolopaceus,Scolopacidae,no,no,123.065724316854
